SSID, BSS, RSSI, Channel, Time
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:31:54 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:31:59 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:32:03 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:32:08 AM"
"", "00:25:45:B6:6F:F3", "-76", "11", "11:31:25 AM"
"", "00:25:45:B6:6F:F3", "-76", "11", "11:31:29 AM"
"", "00:25:45:B6:6F:F3", "-76", "11", "11:31:34 AM"
"", "00:25:45:B6:6F:F3", "-62", "11", "11:31:38 AM"
"", "00:25:45:B6:6F:F3", "-62", "11", "11:31:44 AM"
"", "00:25:45:B6:6F:F3", "-62", "11", "11:31:48 AM"
"", "00:25:45:B6:6F:F3", "-74", "11", "11:31:54 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:31:59 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:32:03 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:32:08 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:32:12 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:32:16 AM"
"", "00:25:45:B6:6F:F3", "-81", "11", "11:32:21 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:31:38 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:31:44 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:31:48 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:31:54 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:31:59 AM"
"Sigma", "B4:14:89:FF:1F:04", "-64", "1", "11:32:03 AM"
"Sigma", "B4:14:89:FF:1F:04", "-84", "1", "11:32:16 AM"
"Sigma", "B4:14:89:FF:1F:04", "-84", "1", "11:32:21 AM"
"Sigma", "B4:14:89:FF:1F:04", "-84", "1", "11:32:25 AM"
"Sigma", "B4:14:89:FF:1F:04", "-84", "1", "11:32:30 AM"
"XPRESS", "B4:A4:E3:64:B6:6E", "-83", "44", "11:32:16 AM"
"XPRESS", "B4:A4:E3:64:B6:6E", "-83", "44", "11:32:21 AM"
"XPRESS", "B4:A4:E3:64:B6:6E", "-80", "44", "11:32:25 AM"
"XPRESS", "B4:A4:E3:64:B6:6E", "-80", "44", "11:32:30 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:01 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:06 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:09 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:13 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:17 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:21 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:25 AM"
"EventosUAndes", "B4:14:89:D1:B8:8A", "-83", "161", "11:31:29 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:31:54 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:31:59 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:03 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:08 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:12 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:16 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:21 AM"
"SENECA", "18:9C:5D:6C:13:01", "-75", "11", "11:32:25 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-62", "1", "11:31:01 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:06 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:09 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:13 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:17 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:21 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:25 AM"
"EventosUAndes", "B4:14:89:FE:E1:E5", "-63", "1", "11:31:29 AM"
"", "64:E9:50:6B:AA:3F", "-77", "153", "11:31:38 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:31:44 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:31:48 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:31:54 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:31:59 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:32:03 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:32:08 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:32:12 AM"
"", "64:E9:50:6B:AA:3F", "-79", "153", "11:32:16 AM"
"", "64:E9:50:6B:AA:30", "-83", "6", "11:31:34 AM"
"", "64:E9:50:6B:AA:30", "-83", "6", "11:31:38 AM"
"", "64:E9:50:6B:AA:30", "-81", "6", "11:31:44 AM"
"", "64:E9:50:6B:AA:30", "-74", "6", "11:31:48 AM"
"", "64:E9:50:6B:AA:30", "-74", "6", "11:31:54 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:31:59 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:32:03 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:32:08 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:32:12 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:32:16 AM"
"", "64:E9:50:6B:AA:30", "-79", "6", "11:32:21 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:17 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:21 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:25 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:29 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:34 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:38 AM"
"Sigma", "B4:A4:E3:64:A9:CB", "-81", "48", "11:31:44 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:01 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:06 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:09 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:13 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:17 AM"
"SENECA", "00:25:45:B7:1A:2F", "-77", "44", "11:31:21 AM"
"SENECA", "00:25:45:B7:1A:20", "-86", "1", "11:31:01 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:06 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:09 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:13 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:17 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:21 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:25 AM"
"SENECA", "00:25:45:B7:1A:20", "-81", "1", "11:31:29 AM"
"Sigma", "B4:14:89:D1:B8:84", "-76", "6", "11:31:01 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:06 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:09 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:13 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:17 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:21 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:25 AM"
"Sigma", "B4:14:89:D1:B8:84", "-67", "6", "11:31:29 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:31:44 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:31:48 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:31:54 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:31:59 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:32:03 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:32:08 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:32:12 AM"
"Sigma", "64:E9:50:6B:A9:D3", "-77", "1", "11:32:16 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:29 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-70", "161", "11:31:34 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:38 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:44 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:48 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:54 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:31:59 AM"
"XPRESS", "00:25:45:B6:6F:FE", "-78", "161", "11:32:03 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:31:48 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:31:54 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:31:59 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:32:03 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:32:08 AM"
"SENECA", "B4:14:89:FF:1F:00", "-77", "1", "11:32:12 AM"
"SENECA", "B4:14:89:FF:1F:00", "-83", "1", "11:32:16 AM"
"SENECA", "B4:14:89:FF:1F:00", "-83", "1", "11:32:21 AM"
"SENECA", "B4:14:89:FF:1F:00", "-83", "1", "11:32:25 AM"
"SENECA", "B4:14:89:FF:1F:00", "-83", "1", "11:32:30 AM"
"EventosUAndes", "B4:A4:E3:64:B6:6A", "-82", "44", "11:32:16 AM"
"EventosUAndes", "B4:A4:E3:64:B6:6A", "-82", "44", "11:32:21 AM"
"EventosUAndes", "B4:A4:E3:64:B6:6A", "-82", "44", "11:32:25 AM"
"EventosUAndes", "B4:A4:E3:64:B6:6A", "-82", "44", "11:32:30 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-82", "36", "11:31:44 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-77", "36", "11:31:48 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:31:54 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:31:59 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:32:03 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:32:08 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:32:12 AM"
"Sigma", "18:9C:5D:6C:13:0C", "-84", "36", "11:32:16 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-61", "1", "11:31:01 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-61", "1", "11:31:06 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-61", "1", "11:31:09 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-76", "1", "11:31:13 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:17 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:21 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:25 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:29 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:34 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:38 AM"
"XPRESS", "B4:14:89:FE:E1:E1", "-79", "1", "11:31:44 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:31:38 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:31:44 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:31:48 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:31:54 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:31:59 AM"
"Sigma", "B4:14:89:FE:A5:34", "-70", "11", "11:32:03 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:31:38 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:31:44 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:31:48 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:31:54 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:31:59 AM"
"XPRESS", "B4:A4:E3:65:3A:81", "-81", "6", "11:32:03 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-77", "1", "11:31:59 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-77", "1", "11:32:03 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-77", "1", "11:32:08 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-82", "1", "11:32:12 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-82", "1", "11:32:16 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-82", "1", "11:32:21 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-82", "1", "11:32:25 AM"
"Sigma", "B4:A4:E3:64:B6:64", "-67", "1", "11:32:30 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:06 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:09 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:13 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:17 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:21 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:25 AM"
"WIFI SANTAFE", "00:05:12:13:43:40", "-87", "1", "11:31:29 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:01 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:06 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:09 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:13 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:17 AM"
"Sigma", "00:25:45:B7:1A:2B", "-82", "44", "11:31:21 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:31:44 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:31:48 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:31:54 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:31:59 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:32:03 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:32:08 AM"
"SENECA", "B4:A4:E3:58:50:50", "-75", "11", "11:32:12 AM"
"SENECA", "B4:14:89:D1:B8:80", "-82", "6", "11:31:01 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:06 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:09 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:13 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:17 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:21 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:25 AM"
"SENECA", "B4:14:89:D1:B8:80", "-67", "6", "11:31:29 AM"
"SENECA", "64:E9:50:6B:A9:DE", "-78", "44", "11:31:29 AM"
"SENECA", "64:E9:50:6B:A9:DE", "-81", "44", "11:31:34 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:31:38 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:31:44 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:31:48 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:31:54 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:31:59 AM"
"XPRESS", "00:25:45:B6:FA:C1", "0", "1", "11:32:03 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-76", "161", "11:31:29 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:34 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:38 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:44 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:48 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:54 AM"
"EventosUAndes", "00:25:45:B6:6F:FA", "-70", "161", "11:31:59 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-88", "1", "11:31:01 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:06 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:09 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:13 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:17 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:21 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:25 AM"
"EventosUAndes", "00:25:45:B7:1A:25", "-85", "1", "11:31:29 AM"
"Sigma", "00:25:45:B6:6F:F4", "-81", "11", "11:31:25 AM"
"Sigma", "00:25:45:B6:6F:F4", "-65", "11", "11:31:29 AM"
"Sigma", "00:25:45:B6:6F:F4", "-65", "11", "11:31:34 AM"
"Sigma", "00:25:45:B6:6F:F4", "-65", "11", "11:31:38 AM"
"Sigma", "00:25:45:B6:6F:F4", "-70", "11", "11:31:44 AM"
"Sigma", "00:25:45:B6:6F:F4", "-70", "11", "11:31:48 AM"
"Sigma", "00:25:45:B6:6F:F4", "-77", "11", "11:31:54 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:31:59 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:03 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:08 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:12 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:16 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:21 AM"
"Sigma", "00:25:45:B6:6F:F4", "-80", "11", "11:32:25 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-62", "1", "11:31:38 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:31:44 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:31:48 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:31:54 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:31:59 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:32:03 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:32:08 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-78", "1", "11:32:12 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-86", "1", "11:32:16 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-86", "1", "11:32:21 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-86", "1", "11:32:25 AM"
"EventosUAndes", "B4:14:89:FF:1F:05", "-86", "1", "11:32:30 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-83", "44", "11:31:54 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-83", "44", "11:31:59 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-83", "44", "11:32:03 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-83", "44", "11:32:08 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-83", "44", "11:32:12 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-81", "44", "11:32:16 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-81", "44", "11:32:21 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-80", "44", "11:32:25 AM"
"SENECA", "B4:A4:E3:64:B6:6F", "-80", "44", "11:32:30 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-75", "1", "11:31:59 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-75", "1", "11:32:03 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-75", "1", "11:32:08 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-76", "1", "11:32:12 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-76", "1", "11:32:16 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-76", "1", "11:32:21 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-76", "1", "11:32:25 AM"
"SENECA", "B4:A4:E3:64:B6:60", "-69", "1", "11:32:30 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-81", "11", "11:31:54 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:31:59 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:32:03 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:32:08 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:32:12 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:32:16 AM"
"EventosUAndes", "18:9C:5D:6C:13:02", "-75", "11", "11:32:21 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:31:59 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:32:03 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:32:08 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:32:12 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:32:16 AM"
"", "B4:A4:E3:64:AF:23", "-74", "6", "11:32:21 AM"
"SENECA", "64:E9:50:6B:AA:31", "-70", "6", "11:31:44 AM"
"SENECA", "64:E9:50:6B:AA:31", "-70", "6", "11:31:48 AM"
"SENECA", "64:E9:50:6B:AA:31", "-70", "6", "11:31:54 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:31:59 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:03 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:08 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:12 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:16 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:21 AM"
"SENECA", "64:E9:50:6B:AA:31", "-79", "6", "11:32:25 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:01 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:06 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:09 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:13 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:17 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:21 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:25 AM"
"XPRESS", "00:25:45:B7:1A:21", "-88", "1", "11:31:29 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-66", "6", "11:31:01 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:06 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:09 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:13 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:17 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:21 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:25 AM"
"EventosUAndes", "B4:14:89:D1:B8:85", "-67", "6", "11:31:29 AM"
"", "B4:14:89:FF:4A:53", "-66", "11", "11:31:54 AM"
"", "B4:14:89:FF:4A:53", "-55", "11", "11:31:59 AM"
"", "B4:14:89:FF:4A:53", "-44", "11", "11:32:03 AM"
"", "B4:14:89:FF:4A:53", "-46", "11", "11:32:08 AM"
"", "B4:14:89:FF:4A:53", "-46", "11", "11:32:12 AM"
"", "B4:14:89:FF:4A:53", "-46", "11", "11:32:16 AM"
"", "B4:14:89:FF:4A:53", "-46", "11", "11:32:21 AM"
"", "B4:14:89:FF:4A:53", "-44", "11", "11:32:25 AM"
"", "B4:14:89:FF:4A:53", "-44", "11", "11:32:30 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:29 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:34 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:38 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:44 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:48 AM"
"", "B4:14:89:FE:DF:83", "0", "1", "11:31:54 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-82", "157", "11:31:13 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-82", "157", "11:31:17 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-82", "157", "11:31:21 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:25 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:29 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:34 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:38 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:44 AM"
"XPRESS", "B4:A4:E3:58:52:2E", "-75", "157", "11:31:48 AM"
"SENECA", "00:25:45:B6:6F:FF", "-76", "161", "11:31:29 AM"
"SENECA", "00:25:45:B6:6F:FF", "-68", "161", "11:31:34 AM"
"SENECA", "00:25:45:B6:6F:F0", "-64", "11", "11:31:29 AM"
"SENECA", "00:25:45:B6:6F:F0", "-52", "11", "11:31:34 AM"
"SENECA", "00:25:45:B6:6F:F0", "-69", "11", "11:31:44 AM"
"SENECA", "00:25:45:B6:6F:F0", "-78", "11", "11:31:48 AM"
"SENECA", "00:25:45:B6:6F:F0", "-78", "11", "11:31:54 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:31:59 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:32:03 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:32:08 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:32:12 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:32:16 AM"
"SENECA", "00:25:45:B6:6F:F0", "-81", "11", "11:32:21 AM"
"XPRESS", "B4:14:89:FF:1F:01", "-62", "1", "11:31:38 AM"
"XPRESS", "B4:14:89:FF:1F:01", "-62", "1", "11:31:44 AM"
